idx,score,label,flag,thr_stream,lat_ms
571,0.469355,0,0,0.757993,7.26584
572,0.469355,0,0,0.757993,7.34343
573,0.469355,0,0,0.757993,7.09783
574,0.469355,0,0,0.757993,7.56158
575,0.469355,0,0,0.757993,7.25209
576,0.469355,0,0,0.757993,8.27433
577,0.469355,0,0,0.757993,7.21144
578,0.469355,0,0,0.757993,7.33472
579,0.469355,0,0,0.757993,7.14971
580,0.469355,0,0,0.757993,7.32737
581,0.469355,0,0,0.757993,6.99322
582,0.469355,0,0,0.757993,7.05571
583,0.469355,0,0,0.757993,7.43581
584,0.469355,0,0,0.757993,7.09126
585,0.469355,0,0,0.757993,7.34338
586,0.469355,0,0,0.757993,7.4863
587,0.469355,0,0,0.757993,7.34891
588,0.469355,0,0,0.757993,7.17225
589,0.469355,0,0,0.757993,7.06574
590,0.469355,0,0,0.757993,7.18912
591,0.469355,0,0,0.757993,7.19724
592,0.469355,0,0,0.757993,7.67968
593,0.469355,0,0,0.757993,6.99361
594,0.469355,0,0,0.757993,7.33054
595,0.469355,0,0,0.757993,7.06934
596,0.469355,0,0,0.757993,7.16249
597,0.469355,0,0,0.757993,7.03106
598,0.469355,0,0,0.757993,7.10981
599,0.469355,0,0,0.757993,7.18123
600,0.469355,0,0,0.757993,7.02363
601,0.469355,0,0,0.757993,7.69956
602,0.469355,0,0,0.757993,7.10452
603,0.469355,0,0,0.757993,7.47888
604,0.469355,0,0,0.757993,6.9733
605,0.469355,0,0,0.757993,7.32897
606,0.469355,0,0,0.757993,7.15319
607,0.469355,0,0,0.757993,6.83038
608,0.469355,0,0,0.757993,7.70442
609,0.757993,1,0,0.757993,7.3527
610,0.469355,0,0,0.757993,7.9548
611,0.469355,0,0,0.757993,7.10015
612,0.469355,0,0,0.757993,7.29497
613,0.469355,0,0,0.757993,7.03652
614,0.469355,0,0,0.757993,6.96362
615,0.469355,0,0,0.757993,7.4547
616,0.469355,0,0,0.757993,6.98766
617,0.469355,0,0,0.757993,7.15446
618,0.469355,0,0,0.757993,7.17209
619,0.469355,0,0,0.757993,7.49002
620,0.469355,0,0,0.757993,7.00068
621,0.469355,0,0,0.757993,7.1001
622,0.469355,0,0,0.757993,7.18065
623,0.469355,0,0,0.757993,6.96881
624,0.469355,0,0,0.757993,7.95489
625,0.469355,0,0,0.757993,6.94212
626,0.469355,0,0,0.757993,7.34345
627,0.469355,0,0,0.757993,7.18221
628,0.469355,0,0,0.757993,7.16575
629,0.469355,0,0,0.757993,7.30333
630,0.469355,0,0,0.757993,7.42536
631,0.469355,0,0,0.757993,7.69511
632,0.469355,0,0,0.757993,7.15214
633,0.469355,0,0,0.757993,7.20938
634,0.469355,0,0,0.757993,7.12961
635,0.469355,0,0,0.757993,7.42645
636,0.469355,0,0,0.757993,7.36667
637,0.469355,0,0,0.757993,6.95636
638,0.469355,0,0,0.757993,7.32623
639,0.469355,0,0,0.757993,7.10324
640,0.469355,0,0,0.757993,7.72907
641,0.469355,0,0,0.757993,7.08098
642,0.469355,0,0,0.757993,7.22543
643,0.469355,0,0,0.757993,6.95287
644,0.469355,0,0,0.757993,7.02067
645,0.469355,0,0,0.757993,7.21234
646,0.469355,0,0,0.757993,7.04486
647,0.469355,0,0,0.757993,7.28497
648,0.469355,0,0,0.757993,7.23245
649,0.469355,0,0,0.757993,7.37414
650,0.469355,0,0,0.757993,7.16789
651,0.469355,0,0,0.757993,7.58618
652,0.469355,0,0,0.757993,7.22971
653,0.469355,0,0,0.757993,7.30031
654,0.469355,0,0,0.757993,7.63286
655,0.469355,0,0,0.757993,7.12795
656,0.469355,0,0,0.757993,7.37116
657,0.469355,0,0,0.757993,7.25402
658,0.469355,0,0,0.757993,7.74241
659,0.469355,0,0,0.757993,7.51719
660,0.469355,0,0,0.757993,7.32083
661,0.469355,0,0,0.757993,7.18398
662,0.469355,0,0,0.757993,7.00112
